Comment,Author,Published At,Published Year
"Hatssoff to our sharddha didi. for teaching the whole git github in one tutorial.<br>i am not able to understand the git as scartch but now can learn it fully,.....",@Vishalllllllllllll,2023-09-30T07:34:30Z,2023
"<a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w"">0:00</a> Introduction<br><a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=67"">1:07</a> Git Introduction<br><a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=300"">5:00</a> GitHub Introduction<br><a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=445"">7:25</a> Setting Up GitHub<br><a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=986"">16:26</a> Setting Up Git<br><a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=1213"">20:13</a> Configuring Git<br><a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=1383"">23:03</a> Working with VS Code<br><a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=1442"">24:02</a> Clone and Status<br><a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=1943"">32:23</a> Add and Commit<br><a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=2155"">35:55</a> Push Command<br><a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=2371"">39:31</a> Init Command<br><a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=2949"">49:09</a> Work Flow<br><a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=2976"">49:36</a> Git Branches<br><a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=3085"">51:25</a> Branch Commands<br><a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=3355"">55:55</a> Merging Code<br><a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=3432"">57:12</a> Pull Request<br><a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=3616"">1:00:16</a> Pull Command<br><a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=3650"">1:00:50</a> Resolving Merge Conflicts<br><a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=3931"">1:05:31</a> Undoing Changes<br><a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=4284"">1:11:24</a> Fork<br>Wish you guys the Best of Luck!😊",@AnmolCodesofficial,2023-09-30T03:59:05Z,2023
"At <a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=3759"">1:02:39</a> i see that your using some kind of extension in vs code. Can anyone text its name ? And when i use &quot;git branch diff main&quot; in my vs terminal it stops after showing that result and doesn&#39;t move forward. Can any give the solution for this one too?",@williammark2891,2023-09-29T19:33:45Z,2023
I needed this tutorial so badly! Thank you for uploading this,@tarinivenkatachadalla5152,2023-09-29T17:51:19Z,2023
Great explanation mam! I doesn&#39;t need to repeat it on any point. and it is very easy to understand as compared to another or older videos of others.,@Aizle30,2023-09-29T17:26:05Z,2023
Dii JavaScript please,@kajalpraveen18,2023-09-29T14:15:47Z,2023
Well explained.Thank you Ma&#39;am.<br>❤🤩❤,@kco5127,2023-09-29T14:02:27Z,2023
You are so good at explaining the concept!!! Thanks,@prikshitverma3885,2023-09-29T13:38:32Z,2023
Command git branch is not showing any thing in my terminal anyone has idea whyyy?,@ashaymane6568,2023-09-29T12:23:34Z,2023
Thank You Shradha Didi for your wonderful class on Github and Git... this class was awesome and i really liked the way you took the examples...by related each and everything with real life Thank You!,@jeewallahshorts6559,2023-09-29T05:42:34Z,2023
"Ma&#39;am aap kon sa teaching tool use kr rhi hai. Instant colour change , best visualisation ho rha hai.",@ajayofficial3706,2023-09-28T18:59:44Z,2023
Please design full tutorial on Angular,@rafiaumar6087,2023-09-28T18:09:53Z,2023
"Hmari didi kyo hoti tu,iss aman ki didi hogi,hum fo tujhe sali bna sakte hai",@ArunKumar-gi7xb,2023-09-28T17:04:17Z,2023
Mam you explain very well and easy to understand,@fdanish5162,2023-09-28T16:29:10Z,2023
Thank you for the tutorial didi,@abhishekpathak2706,2023-09-28T15:54:34Z,2023
Thank you di.please make viedo on javascript .,@shitalbhadre5729,2023-09-28T15:10:17Z,2023
"Thanks a ton mam for uploading such a knowledge heavy video ,which cleared all my confusion .You explained so well 👏👏👏👏.",@shwetasonth8407,2023-09-28T15:02:21Z,2023
"Hey... In my local machine, the command &quot; ls -a &quot;(Hidden files) is actually not working.... what can I do to resolve this?",@arpitsangamnerkar2325,2023-09-28T14:22:21Z,2023
Thankyou shardha mam &amp; aman dattarwal sir,@amankaushal2304,2023-09-28T02:22:03Z,2023
"aayin<a href=""UCkszU2WH9gy1mb0dV-11UJg/2sIfY8vIG8z96ALulYDQDQ""></a>",@user-es6kf4yz3x,2023-09-27T19:40:35Z,2023
thank you,@preetheshpoojary3611,2023-09-27T12:22:59Z,2023
Nice thanks for the information,@rockon420ful,2023-09-27T06:59:59Z,2023
Thanks a lot,@priteshkhilari1918,2023-09-26T15:18:38Z,2023
Mera account hai GitHub pr o 1 sal Purna hai ab mujhe upload karna chalu karna hai to me usi account se Kru ya Naya ACC khol luu,@AdityaArote-hz9gg,2023-09-26T09:27:43Z,2023
Thank you so much,@SouravDas-dh5mc,2023-09-25T22:04:02Z,2023
What is the difference between branching and forking? At the end of the day we are pull requesting on the main branch or the repo? Please provide some examples for clear understanding.<br>Thanks in advance.,@muhammadhuzaifa5720,2023-09-25T18:18:39Z,2023
Bhaiya 12th pass hone ke baad bhi it sector me inki vajah se aa paya .<br>Inki avaj sunker hi coding sikhi or aaj mis team lead hu .<br>With amazing package thanks a lot di,@Gareeb_,2023-09-25T17:37:19Z,2023
Mam can you please take background in white,@nimasarade9973,2023-09-25T13:10:05Z,2023
Very nice video. Like the on screen annotations as you go through. What software did you use for it? Keep up the great work!,@muzahmad2104,2023-09-24T19:50:02Z,2023
Best video with Very nice explanations of the concept,@sarthakgupta9858,2023-09-24T19:25:08Z,2023
git explained best possible way thank you mam for this video,@dhruvjain9398,2023-09-24T16:04:01Z,2023
"Thanks for the tutorial,learned a lot from you",@debruppaul8239,2023-09-24T13:10:59Z,2023
Very Helpful Tutorial Completed in One Shot Make more useful tutorials like this.,@rajaasim4474,2023-09-24T09:53:25Z,2023
"pathspec &#39;remote&#39; did not match any files,,,any solution guys?",@user-pf1eo4ff5g,2023-09-23T21:07:52Z,2023
"<a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w"">0:00</a> Introduction<br><a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=67"">1:07</a> Git Introduction<br><a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=300"">5:00</a> GitHub Introduction<br><a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=445"">7:25</a> Setting Up GitHub<br><a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=986"">16:26</a> Setting Up Git<br><a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=1213"">20:13</a> Configuring Git<br><a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=1383"">23:03</a> Working with VS Code<br><a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=1442"">24:02</a> Clone and Status<br><a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=1943"">32:23</a> Add and Commit<br><a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=2155"">35:55</a> Push Command<br><a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=2371"">39:31</a> Init Command<br><a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=2949"">49:09</a> Work Flow<br><a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=2976"">49:36</a> Git Branches<br><a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=3085"">51:25</a> Branch Commands<br><a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=3355"">55:55</a> Merging Code<br><a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=3432"">57:12</a> Pull Request<br><a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=3616"">1:00:16</a> Pull Command<br><a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=3650"">1:00:50</a> Resolving Merge Conflicts<br><a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=3931"">1:05:31</a> Undoing Changes<br><a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=4284"">1:11:24</a> Fork",@developertools95,2023-09-23T17:57:32Z,2023
Please somebody help me out,@ayushsen1377,2023-09-23T17:53:17Z,2023
I am stuck in an error and unable to push my code. Tried to sign up with my access token but again unable to access,@ayushsen1377,2023-09-23T17:52:48Z,2023
thank you.,@harshitbajaj7549,2023-09-23T15:02:27Z,2023
why do i need to sign up for notes?,@whoseaniket,2023-09-23T14:47:37Z,2023
I used  to follow your channel from the first year of my engineering if you have made this tutorial it would have saved my lot of time.,@59anujyadav49,2023-09-23T13:43:13Z,2023
It was very useful and easy to understand. Thanks,@shubhankarjagdish3369,2023-09-23T12:59:55Z,2023
"hello<br>ls -a not working , git add .a not working  its say a is ambiguous. how to fix it?",@sourabhgarg2890,2023-09-23T11:32:27Z,2023
Finally found a perfect video which I was looking for GIT. Can you do the same for Jenkins and Linux for beginners ?,@sidpote8728,2023-09-23T07:26:29Z,2023
"<a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=2456"">40:56</a> ls -a shown error , someone please help me",@souvikbiswas292,2023-09-23T06:29:00Z,2023
"just completed it , now everything is clear ... Thank you",@hashirkhattak9180,2023-09-23T05:01:57Z,2023
Mam plz backend devlopement pr koi video bnao......plzzzz,@aayushsharma6180,2023-09-22T17:56:22Z,2023
ls -a is not working in my system.,@user-yl8eb8si8e,2023-09-22T14:25:31Z,2023
JavaScript please 🥺,@anikaasmr8388,2023-09-22T04:45:55Z,2023
"Hi , Actually i am beginner in github , facing this problem in vs code terminal  is not working fine",@ayu_rawatuk4577,2023-09-21T19:35:05Z,2023
"The way she Blushed at  <a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=1982"">33:02</a>",@aleesalman295,2023-09-21T18:31:07Z,2023
&quot;ls -a&quot;   command not working,@IMRAN-fq7vq,2023-09-21T15:33:00Z,2023
Thank you shraddha didi for this tutorial. God bless you always,@guptaruchika,2023-09-21T15:18:10Z,2023
@ApnaCollegeOffical can I get the ppt u used for this lecture,@Rangoli.designs.,2023-09-21T08:53:54Z,2023
please JavaScript,@anikaasmr8388,2023-09-21T07:07:26Z,2023
Please make tutorial for OS as well,@infoconveyor8056,2023-09-21T04:56:33Z,2023
This was superbly explained.,@infoconveyor8056,2023-09-21T04:40:41Z,2023
malum h aap ki sadi ho gai h pr (video me aap ne sadi ka nam itne bar liya ki muje bhi sadi kr na h),@51ravipandit76,2023-09-20T14:58:32Z,2023
Maza a gya.... Bht acha caurse tha<br>highly recomanded,@mernstackdeveloperabdullah2656,2023-09-20T12:16:33Z,2023
Wonderful beta. Good tutorial for almost 40 plus guy. Easy to understand,@stumpsoutofground,2023-09-20T08:27:59Z,2023
Dear Didi... today I got many achievements with reference to git and GitHub. I am thrilled and excited. You did a great job. you are really a good didi. I don&#39;t know what a daughter is called in Hindi.,@Shaykhulhadith,2023-09-19T19:25:05Z,2023
Thank you so much mam,@mdsohail8657,2023-09-19T18:55:54Z,2023
"+di please backend pe koi tutorial nhi h apke channel se and dusre chanel ki  videos se smjh nhi ata, so please didi backend pe bhi koi tutorial upload kr do please<br>❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤💘💘💘💘💘💘💘💘💘💘💘💘💘❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤",@harshitakoranga4588,2023-09-19T09:24:59Z,2023
ls -a cmd is not working for me... can anyone please clear my doubt...its showing that(&quot; paramater cannot be processed as parameter name a is ambiguous &quot;),@aligetiravali1387,2023-09-19T08:43:21Z,2023
Thanks a ton ma&#39;am!!,@sowmyar7402,2023-09-19T08:17:26Z,2023
Thank you apna college.. Apni vali feeling agayi.. haha,@sajjaduddin8188,2023-09-18T19:33:17Z,2023
We need Javascript tutorial ma&#39;am. U have already made a tutorial on html and css so now its good time upload tutorial on Js.,@manirajyadav4777,2023-09-18T18:56:44Z,2023
Didi javascript padhaye aap,@topten2371,2023-09-18T17:13:33Z,2023
thank you for this tutorial. respected mam you are really a good teacher and doing very good job.thank you,@shoaibakram7670,2023-09-18T13:36:07Z,2023
"This video is very awesome......I understood everything...I was facing a lot of problems and time learning git/github...but the way you explained, I understood it very easily......thanks for the effort you make teaching hundreds and thousands even much more and explaining it in a simplified manner",@user-bt6mh9ez3u,2023-09-18T11:51:18Z,2023
Please make  FIREBASE  one shot which fully explains the Firebase.,@aayushagrawal4041,2023-09-18T10:08:58Z,2023
Thank you So much Shraddha Didi....God Bless you and your Family,@SangeetaMeehan,2023-09-17T19:03:42Z,2023
Didi make a video on Linux,@chetanjadhav7419,2023-09-17T17:42:55Z,2023
Thank you so much  didi,@amitbirajdar3613,2023-09-17T17:09:00Z,2023
Helpful to enhance my knowledge  😇,@freeEducation9t5,2023-09-17T15:21:28Z,2023
"I can&#39;t seen my hidden list file @<a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=2463"">41:03</a><br>Whenever I type&quot;ls -a&quot;<br>It shows me this statement👇<br>&quot;Get-ChildItem : Parameter cannot be processed because the parameter name &#39;a&#39; is ambiguous. Possible matches include: -Attributes -Directory -File -Hidden -ReadOnly -System.&quot;",@raghavgupta5984,2023-09-17T10:00:15Z,2023
Awesooomeee Explaination didi❤ Thankyou!😇,@AmitMishra0323,2023-09-17T06:19:32Z,2023
"<a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=1408"">23:28</a>",@roymustang7031,2023-09-16T21:23:01Z,2023
"In <a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=1430"">23:50</a>, when I write git --version in the terminal of VS Code, I get this error: - &quot; C:\MinGW\bin : The term &#39;C:\MinGW\bin&#39; is not recognized as the name of a cmdlet, function, script file, or operable program. Check the spelling of the name, or if a path was <br>included, verify that the path is correct and try again.<br>At line:1 char:1<br>+ C:\MinGW\bin git --version<br>+ ~~~~~~~~~~~~<br>    + CategoryInfo          : ObjectNotFound: (C:\MinGW\bin:String) [], CommandNotFoundException<br>    + FullyQualifiedErrorId : CommandNotFoundException&quot; <br><br>ANYONE GOT THE SOLUTION??",@avakashrajkonwar771,2023-09-16T19:19:44Z,2023
"<a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=1958"">32:38</a>",@garv.khatri,2023-09-15T18:27:02Z,2023
"I am facing a problem , In resolving conflicts part , when you add button in Feature1 then you switched to main , it showed that there was no button thing in main , but  When I switched from feature1 to main , the button thing was still there as in Feature and main",@user-by7hv5rd6h,2023-09-14T22:10:10Z,2023
"mam please make a video on Spring MVC and React.js , please mam 🙏",@rohitkunta8328,2023-09-14T18:48:48Z,2023
superb explanation,@shivamgoswami5176,2023-09-14T12:59:56Z,2023
Maja aa gya<br>Thanku Didi for such a great content,@letsbethechange481,2023-09-14T12:27:31Z,2023
Thank for sharing I was waiting for this,@rafiaumar6087,2023-09-14T11:25:18Z,2023
Didi cloud computing ki uper ek playlist/course bana di jiye,@salmansiddiqui8427,2023-09-14T11:06:09Z,2023
Best video ever which clear all confusions,@adityatiwari80,2023-09-14T10:41:59Z,2023
Thank you ❤,@darshanlal4707,2023-09-14T10:30:03Z,2023
Thanks,@uweshkhan909,2023-09-14T06:03:06Z,2023
Please make a video on API like this video with example,@dilipkumar-os3py,2023-09-13T18:57:51Z,2023
Git and GitHub to sikh gaye lekin ab aage kya? Isska hum students kya use kare?,@deepakmodi9343,2023-09-13T16:24:35Z,2023
plz make a vedio on job switch,@janhavisrivastava6705,2023-09-13T14:54:01Z,2023
My  &quot; ls -a&quot; command doesn&#39;t work in terminal. Window system. Please solve my problem.,@comedylaugh7714,2023-09-13T14:40:24Z,2023
Hello ma&#39;am make ake a video on Power BI and Python  too,@exploring_111_hobbies,2023-09-13T12:21:48Z,2023
"at <a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=1425"">23:45</a> when i open terminal <br>it&#39;s showing:  PS C:\Users\NEW\Desktop\GITDEMO&gt;<br>not my user name means git is not accessible by vs code pls help",@faizanaslammalik-0157,2023-09-13T06:55:45Z,2023
@ApnaCollegeOfficial Hello mam<br>I am getting an error on push request as :<br>git push origin main<br>Error : src refspec main does not match any<br>Error: failed to push some refs to origin<br>Please resolve it if possible 🙏,@shaanekmusafir9372,2023-09-13T06:08:05Z,2023
"Useful , Thank you so much!!",@msubhadarshee,2023-09-13T05:44:05Z,2023
shrada didi ye video mere liye to bahut helful he  muze thoda bahut git ata tha lekin is video ko dekhne ke ba baad mene git ko thoda acche se shik liya,@gavit633,2023-09-13T02:10:49Z,2023
It shows destination path &quot;name of project &quot; already exist and is not empty directory why,@nidhiverma7215,2023-09-12T21:50:35Z,2023
"git branches <a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=2976"">49:36</a>",@MukulBhatia01,2023-09-12T17:14:05Z,2023
great,@nullcodeer,2023-09-12T14:50:20Z,2023
Ma&#39;am when I installed Git I can&#39;t understand why my commands showing error ad I am seeing 3 different types of git,@amitojha5858,2023-09-12T11:28:05Z,2023
Thank You!!!Really really useful,@aditiraj9092,2023-09-12T09:33:57Z,2023
command :    ls -a             is not working.......,@user-iv5lo6eb9o,2023-09-12T08:32:40Z,2023
best explanation. loved it,@md.anwarhussain1522,2023-09-12T08:02:13Z,2023
Your way of teaching is really crisp and clear. Thank you so much for a wonderful session.,@poornimam6017,2023-09-11T11:23:43Z,2023
please create os and cns one shot video,@satyamsingh-ij6kh,2023-09-11T07:57:48Z,2023
"when I run ls -a command in my terminal it gives error <br>Get-ChildItem : Parameter cannot be processed because the parameter name &#39;a&#39; is ambiguous. Possible matches include: -Attributes <br>-Directory -File -Hidden -ReadOnly -System.<br>At line:1 char:4<br>+ ls -a<br>+    ~~<br>    + CategoryInfo          : InvalidArgument: (:) [Get-ChildItem], ParameterBindingException<br>    + FullyQualifiedErrorId : AmbiguousParameter,Microsoft.PowerShell.Commands.GetChildItemCommand<br><br>have anyone also having this issue, how to resolve it",@abidaziz9809,2023-09-11T06:57:52Z,2023
I&#39;m facing issue to link email plz help git config --global user email&quot;email id&quot; this code will not add the email,@actionhub5795,2023-09-10T20:59:18Z,2023
Notes kise download kare apna college ka ye git hub vala,@fardeensayyed70,2023-09-10T18:24:05Z,2023
Power BI tutorial,@rajatsharma7671,2023-09-10T16:55:56Z,2023
THANK YOU,@learntaekwondo6307,2023-09-10T16:06:35Z,2023
"On creating Pull Request<br><br>Specify Rules and regulations<br>That&#39;s how actually<br>The official PR look&#39;s likeee<br><br>Example check list<br><a href=""http://www.youtube.com/results?search_query=%23code"">#code</a><br>Detailed description ...",@ranguripoornima,2023-09-10T15:53:48Z,2023
Dbms pe bhi ek tutorial bna do,@KuldeepKumar-xz2hv,2023-09-10T12:53:07Z,2023
Thanks for such amazing tutorial,@bilalyousafzai5360,2023-09-09T21:38:22Z,2023
Well explained Shrada ❤,@mahalaxmiraghu6218,2023-09-09T17:20:26Z,2023
anyone please help----<br>kya ham folder ke andar folder bana sakte hai ? github pr?,@the.mishrajiiii,2023-09-09T16:07:43Z,2023
mja agya 🤩🤩 lots of new thing for learn 😋..thank u di,@j_d_pi,2023-09-09T14:45:20Z,2023
Wow Wowww Wowwwww!!!,@unzi_edits,2023-09-09T13:51:02Z,2023
good explanation,@rayansiingh,2023-09-09T13:34:56Z,2023
javascript in one shot please,@nikhilkadam2460,2023-09-09T12:28:46Z,2023
"<a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=1384"">23:04</a>",@shoaibali410,2023-09-09T11:15:08Z,2023
Mere vs code m ctrl+shift+ v se paste hota h,@riturajsharma3937,2023-09-09T06:46:17Z,2023
Please English  subtitles,@chervinadendla3295,2023-09-08T18:39:20Z,2023
"video + Your examples.<a href=""UCkszU2WH9gy1mb0dV-11UJg/G8AfY6yWGuKuhL0PlbiA2AE""></a>🤩",@Ashit_edits,2023-09-08T14:16:48Z,2023
Thank you mam ❤,@DipuKumar-hd7rt,2023-09-08T13:11:22Z,2023
I like you.,@ravidohare2811,2023-09-08T11:21:12Z,2023
Please make a video on GitHub Actions...,@saurabhmoon5312,2023-09-08T10:29:36Z,2023
"Thanks Shradha didi, it was ver useful for me",@user-cn8ki5hv6y,2023-09-08T10:16:56Z,2023
didi can you please make video on protfolio.,@user-oc7rt7xn2d,2023-09-08T05:54:34Z,2023
"This has been an amazing tutorial, it has helped me get started with github and only practice will make me progress. <br>But I have a question ( might sound very silly but  know that i am no programmer and am just starting with coding) , How do i move the projects i created in other code editors such as jupyter etc to github?",@GD-uy9td,2023-09-07T21:36:51Z,2023
If you are having an error with &quot;ls -a&quot; then use either &quot;ls -la&quot; OR &quot;ls -force&quot;,@TSSsniper,2023-09-07T20:37:17Z,2023
"Do we need to configure git everytime we use it or just once @<a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=1215"">20:15</a> , I only have one account",@GD-uy9td,2023-09-07T19:23:16Z,2023
Javascript plzzz......,@niranjanlohar6491,2023-09-07T17:41:01Z,2023
"Hi  Shradha, thanks for this detailed session. Super helpful!!<br>I am facing one issue - getting error while using ls -a command in VS but not sure why. Could you please guide me what&#39;s going wrong?",@722sharad,2023-09-07T16:10:13Z,2023
I WANT TO JOIN A TEAM😢,@xecuteff,2023-09-07T14:00:42Z,2023
Didi what is communities n how to search  ..where to search ..n how to choose plz guide me as am 1 st  sem student,@kanak328,2023-09-07T11:08:43Z,2023
Please make Video English,@nathamcreation1124,2023-09-07T10:46:15Z,2023
I want change git bash configuration i.e. email and password<br>how can I do that?,@user-qj3uc5tp1p,2023-09-07T07:13:50Z,2023
Ma&#39;am please Java  netbeans par ek video banayiye,@mohammadusman7861,2023-09-07T04:40:07Z,2023
"How do you save the changes @<a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=1725"">28:45</a>",@GD-uy9td,2023-09-07T03:31:42Z,2023
When you also make a video on GitHub code spaces because with that we can even code on our mobiles <br>🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏<br>(like idk if we can code in mobile or not but the GitHub does claim it),@devaryansharma3152,2023-09-06T18:23:26Z,2023
"hello Guys is it  -&gt;  ls -a are cmd is working in you  Systems  because it not woking in my system<br>tho<br>this Error Pop up in command <br>-------------------------------------------------------------------------------------------------------------------------------------------------------<br>Get-ChildItem : Parameter cannot be processed because the parameter    <br>name &#39;a&#39; is ambiguous. Possible matches include: -Attributes <br>-Directory -File -Hidden -ReadOnly -System.",@madhurchaturvedi5551,2023-09-06T17:53:31Z,2023
Yaar yai kitni awesome hai<br>Shukriya bhot bhot ❤,@amankhan-de9jd,2023-09-06T17:14:28Z,2023
How to freelance in Data science ❓,@lofisong59,2023-09-06T16:57:50Z,2023
Maam cyber security and ethical hacking in one video please🙏🙏🙏,@ankubaby5353,2023-09-06T15:09:45Z,2023
By far the best git and github tutorial I have come across on yt :),@user-vr4mx7tv3s,2023-09-06T15:01:21Z,2023
Plz share sql connection on local server,@simranshaikh7264,2023-09-06T11:33:36Z,2023
scratch matlab basics ko bolte or mein scratch ko dhundti hu vo har bar scratch ko programming language hi batata hai😒😒😒,@prachi_mahaur-kg7mz,2023-09-06T10:16:24Z,2023
happy teacher day shraddha mam,@LetsClarifyIt,2023-09-06T07:10:25Z,2023
"<a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=1987"">33:07</a>",@afreenshaikh938,2023-09-06T05:39:14Z,2023
Fabulous tutorial,@unaisshaikh,2023-09-05T17:28:32Z,2023
Thank you for this amazing info..But there is more simple way to stage and commit our changes and also to create branches.,@NehaJethiye,2023-09-05T17:21:03Z,2023
Loved the way of your simple explanation of complex things.,@nemitsagar1746,2023-09-05T16:07:06Z,2023
"kisi ko pta h , macos vs code  me is video me konsa font use kiya h?",@wasimpatel2618,2023-09-05T12:57:36Z,2023
"Mam, &quot; ls -a &quot; is not working in my Visual studio code&#39;s Terminal, What should i do now ? It&#39;s showing an error that  Parameter cannot be processed because the parameter name &#39;a&#39; is ambiguous.",@adamyagogreen,2023-09-05T12:27:35Z,2023
is anybody facing the issue of ls -a in windows,@harshalnath4853,2023-09-05T12:15:16Z,2023
Thankyou soo much,@ishaangarg2001,2023-09-05T10:55:25Z,2023
thanks for this lecture mam,@anoopkathait0722,2023-09-05T07:23:17Z,2023
Thank you for this wonderful video....I really needed it. Happy teachers day to you mam.,@_the_maurya,2023-09-05T07:23:16Z,2023
"Thanks didi i really gained a lot from this...<a href=""UCkszU2WH9gy1mb0dV-11UJg/m8MfY4jbFsWJhL0PyouA2Ak""></a>",@Deena_Bandhu,2023-09-05T07:14:18Z,2023
Thanks Shradha Ma&#39;am. This tutorial cleared all my doubts.,@ranjnasingh4916,2023-09-04T18:39:39Z,2023
Perfectly understood clearly 👍 thanks ma&#39;am,@shivam9048,2023-09-04T13:45:45Z,2023
didi 20 mints se may mac may start kardiya mera jo fuse pura chalagaya<br>kya kardiya,@saitejabommali6621,2023-09-04T09:56:22Z,2023
Thanks ma&#39;am,@Ravi_477,2023-09-04T05:57:34Z,2023
"Hi all,<br><br>Thank you so much. the explanation is amazing. When I tried  ls <del>a  command, I got the below error</del>  <br><br>Get-ChildItem : Parameter cannot be processed because the parameter name &#39;a&#39; is <br>ambiguous. Possible matches include: -Attributes -Directory -File -Hidden -ReadOnly     <br>-System.<br>At line:1 char:4<br>+ ls -a<br>+    ~~<br>    + CategoryInfo          : InvalidArgument: (:) [Get-ChildItem], ParameterBindingEx  <br>   ception<br>    + FullyQualifiedErrorId : AmbiguousParameter,Microsoft.PowerShell.Commands.GetChil  <br>   dItemCommand<br><br><br>Did anyone encounter a similar error? Any leads would be appreciated.",@Azolutions,2023-09-04T05:52:58Z,2023
"Changing master to main - <a href=""https://www.youtube.com/watch?v=Ez8F0nW6S-w&amp;t=2788"">46:28</a>",@hackmasters617,2023-09-04T04:58:58Z,2023
Somehow your speaking speed changed to twice the normal. It changed for few minutes and now it is back again to the normal speed. Could be an issue with my machine. Could you check on your side? Thanks.,@anandseth1772,2023-09-04T02:48:32Z,2023
Javascript video vejo please 🙏,@sunilkoley4059,2023-09-03T18:24:58Z,2023
Tnx❤,@hahauw69,2023-09-03T18:20:43Z,2023
"just a request: there are lot of Mac users, can please make specific content just for Mac users, because it hard to find content just for Mac",@nevilgajera6342,2023-09-03T15:25:35Z,2023
Thank You Shradha Didi for your wonderful class on Github and Git ... this class was awesome and i really liked the way you took the examples...by related each and everything with real life<br>Thank You😍😍,@vinayakrodd8837,2023-09-03T14:56:27Z,2023
How to make friends??,@editxswajal,2023-09-03T14:27:44Z,2023
Can you make the same video on Apache Kafka?,@Spider-Man_67,2023-09-03T11:01:32Z,2023
"Thanks for the video,,Pls make advance video on git commnads and merging conflicts resolution...",@rahuljmd,2023-09-03T07:12:44Z,2023
Your way of explaining is very good.please make complete vedio on source tree.,@shahzadmaher7668,2023-09-03T06:11:37Z,2023
Thank you so much for this wonderful tutorial.,@ManishKumar-lh6ol,2023-09-02T20:58:56Z,2023
